i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
1573-001-01,2020-21,Dar Es Salaam,0,0,1,1,1,0,0,0,0,2,0,1,1,0,1.945910149
1573-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1575-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6931471806
1575-001-03,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1576-001-02,2020-21,Dar Es Salaam,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1.609437912
1589-001-01,2020-21,Dar Es Salaam,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1.386294361
1589-001-02,2020-21,Dar Es Salaam,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1.609437912
1590-001-01,2020-21,Dar Es Salaam,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.098612289
1591-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.098612289
1591-001-02,2020-21,Dar Es Salaam,0,0,1,0,1,1,0,0,0,0,1,2,0,1,1.945910149
1592-001-01,2020-21,Dar Es Salaam,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1.609437912
1593-001-01,2020-21,Dar Es Salaam,0,2,0,1,0,0,0,0,0,1,1,0,0,1,1.791759469
1594-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1.609437912
1595-001-01,2020-21,Dar Es Salaam,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1.791759469
1596-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1611-001-01,2020-21,Dar Es Salaam,0,1,1,2,0,0,0,1,0,2,0,1,0,0,2.079441542
1612-001-01,2020-21,Dar Es Salaam,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1.945910149
1613-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1.609437912
1614-001-01,2020-21,Dar Es Salaam,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1.609437912
1615-001-01,2020-21,Dar Es Salaam,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1.945910149
1627-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.098612289
1628-001-01,2020-21,Dar Es Salaam,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1.386294361
1629-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1632-001-01,2020-21,Dar Es Salaam,0,0,1,0,2,0,0,0,0,1,0,0,1,2,1.945910149
1633-001-01,2020-21,Dar Es Salaam,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1.791759469
1633-001-04,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
1635-001-01,2020-21,Dar Es Salaam,0,1,0,0,0,2,0,1,0,0,0,1,0,1,1.791759469
1638-001-01,2020-21,Dar Es Salaam,1,0,1,0,1,0,0,0,0,2,0,1,0,0,1.791759469
1646-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1648-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
1649-001-01,2020-21,Dar Es Salaam,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1.609437912
1651-001-01,2020-21,Dar Es Salaam,0,0,1,0,0,1,0,0,0,0,1,2,0,0,1.609437912
1652-001-01,2020-21,Dar Es Salaam,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
1654-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1.386294361
1665-001-01,2020-21,Dar Es Salaam,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1.609437912
1666-001-01,2020-21,Dar Es Salaam,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.098612289
1667-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1669-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1671-001-01,2020-21,Dar Es Salaam,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1.791759469
1673-001-01,2020-21,Dar Es Salaam,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1.609437912
1685-001-01,2020-21,Dar Es Salaam,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6931471806
1687-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1691-001-01,2020-21,Dar Es Salaam,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1.609437912
1693-001-01,2020-21,Dar Es Salaam,1,0,0,0,0,1,1,2,0,0,0,2,1,0,2.079441542
1703-001-01,2020-21,Dar Es Salaam,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1.609437912
1704-001-03,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1704-001-05,2020-21,Dar Es Salaam,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1.609437912
1704-001-07,2020-21,Dar Es Salaam,1,0,1,0,0,0,2,0,0,1,0,1,1,0,1.945910149
1705-001-01,2020-21,Dar Es Salaam,1,1,0,1,1,1,0,1,1,1,1,1,0,0,2.302585093
1706-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1.098612289
1707-001-01,2020-21,Dar Es Salaam,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1.609437912
1708-001-01,2020-21,Dar Es Salaam,0,1,0,0,0,1,0,1,0,0,0,1,2,0,1.791759469
1708-001-03,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
1708-001-07,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
1709-001-01,2020-21,Dar Es Salaam,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1.609437912
1710-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1723-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1723-001-03,2020-21,Dar Es Salaam,3,0,1,1,1,1,0,1,2,2,1,0,1,1,2.708050201
1724-001-01,2020-21,Dar Es Salaam,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.098612289
1725-001-01,2020-21,Dar Es Salaam,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1.609437912
1725-001-02,2020-21,Dar Es Salaam,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1.386294361
1728-001-01,2020-21,Dar Es Salaam,0,1,0,0,0,0,3,0,1,2,1,0,0,1,2.197224577
1728-001-03,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1729-001-01,2020-21,Dar Es Salaam,0,0,0,1,1,2,0,0,2,1,0,0,1,1,2.197224577
1729-001-06,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1732-001-01,2020-21,Dar Es Salaam,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.386294361
1733-001-01,2020-21,Dar Es Salaam,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1.098612289
1741-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
1743-001-01,2020-21,Dar Es Salaam,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1.609437912
1744-001-01,2020-21,Dar Es Salaam,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1.609437912
1744-001-02,2020-21,Dar Es Salaam,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.098612289
1745-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1.386294361
1746-001-01,2020-21,Dar Es Salaam,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
1747-001-01,2020-21,Dar Es Salaam,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1.791759469
1748-001-01,2020-21,Dar Es Salaam,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
1749-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289
1761-001-01,2020-21,Dar Es Salaam,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1.945910149
1762-001-01,2020-21,Dar Es Salaam,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
1762-001-02,2020-21,Dar Es Salaam,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
1763-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1.386294361
1764-001-01,2020-21,Dar Es Salaam,0,0,0,1,1,0,3,0,2,0,0,1,1,0,2.197224577
1765-001-01,2020-21,Dar Es Salaam,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1.791759469
1765-001-04,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
1766-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1.609437912
1768-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471806
1768-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1768-001-03,2020-21,Dar Es Salaam,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1.386294361
1768-001-04,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
1771-001-01,2020-21,Dar Es Salaam,0,0,0,2,2,0,0,0,0,2,0,1,1,0,2.079441542
1779-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
1780-001-01,2020-21,Mainland Rural,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912
1781-001-01,2020-21,Mainland Rural,0,1,2,0,2,1,0,0,0,0,1,1,0,0,2.079441542
1782-001-03,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
1783-001-01,2020-21,Mainland Rural,1,0,0,2,1,1,0,1,3,0,1,1,0,0,2.397895273
1784-001-01,2020-21,Mainland Rural,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
1784-001-02,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1785-001-02,2020-21,Mainland Rural,0,0,0,1,1,0,2,0,0,1,0,0,0,1,1.791759469
1785-001-03,2020-21,Mainland Rural,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1.386294361
1786-001-01,2020-21,Mainland Rural,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1.945910149
1798-001-01,2020-21,Mainland Rural,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1.791759469
1798-001-04,2020-21,Mainland Rural,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
1799-001-01,2020-21,Mainland Rural,0,0,0,1,0,0,1,1,1,2,1,1,0,0,2.079441542
1800-001-01,2020-21,Mainland Rural,0,0,0,1,0,0,2,0,2,0,0,1,1,0,1.945910149
1801-001-01,2020-21,Mainland Rural,0,0,0,1,0,1,0,1,2,0,1,1,0,0,1.945910149
1801-001-04,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
1802-001-01,2020-21,Mainland Rural,0,1,0,1,0,0,0,2,0,0,0,1,1,0,1.791759469
1802-001-03,2020-21,Mainland Rural,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289
1802-001-04,2020-21,Mainland Rural,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
1803-001-01,2020-21,Mainland Rural,1,1,1,0,2,1,0,0,0,1,1,0,0,0,2.079441542
1804-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.098612289
1805-001-01,2020-21,Mainland Rural,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1.609437912
1817-001-01,2020-21,Mainland Other Urban,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.098612289
1818-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1818-001-02,2020-21,Mainland Other Urban,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
1818-001-03,2020-21,Mainland Other Urban,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
1819-001-01,2020-21,Mainland Other Urban,1,0,0,2,0,1,1,0,0,0,1,1,0,0,1.945910149
1820-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1.098612289
1821-001-01,2020-21,Mainland Other Urban,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1.386294361
1822-001-01,2020-21,Mainland Other Urban,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
1823-001-01,2020-21,Mainland Other Urban,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.098612289
1823-001-02,2020-21,Mainland Other Urban,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
1824-001-01,2020-21,Mainland Other Urban,0,0,0,1,0,0,0,3,0,0,0,1,1,0,1.791759469
1836-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
1837-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,1,0,3,0,0,0,1,1,1.791759469
1838-001-01,2020-21,Mainland Rural,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1.791759469
1839-001-01,2020-21,Mainland Rural,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1.945910149
1840-001-01,2020-21,Mainland Rural,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1.609437912
1840-001-03,2020-21,Mainland Rural,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
1841-001-01,2020-21,Mainland Rural,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1.609437912
1842-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1843-001-01,2020-21,Mainland Rural,0,0,1,0,2,0,1,1,0,0,0,1,1,0,1.945910149
1843-001-03,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1856-001-01,2020-21,Mainland Rural,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289
1856-001-04,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
1857-001-01,2020-21,Mainland Rural,0,0,0,0,2,2,1,0,1,0,0,1,1,0,2.079441542
1857-001-02,2020-21,Mainland Rural,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
1858-001-01,2020-21,Mainland Rural,2,0,0,2,1,0,1,0,0,1,1,1,0,0,2.197224577
1858-001-08,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1858-001-09,2020-21,Mainland Rural,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1.609437912
1859-001-01,2020-21,Mainland Rural,1,1,0,2,0,0,0,0,0,1,1,0,0,0,1.791759469
1860-001-01,2020-21,Mainland Rural,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1.791759469
1860-001-03,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
1861-001-01,2020-21,Mainland Rural,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6931471806
1862-001-01,2020-21,Mainland Rural,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1.609437912
1874-001-01,2020-21,Mainland Rural,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1.609437912
1875-001-01,2020-21,Mainland Rural,0,0,2,0,0,2,0,0,1,0,0,0,1,0,1.791759469
1875-001-03,2020-21,Mainland Rural,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1.791759469
1875-001-07,2020-21,Mainland Rural,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
1876-001-02,2020-21,Mainland Rural,0,1,0,1,2,1,2,1,4,1,0,0,0,1,2.63905733
1876-001-04,2020-21,Mainland Rural,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
1877-001-02,2020-21,Mainland Rural,2,1,0,1,1,0,1,2,2,2,0,3,1,1,2.833213344
1877-001-04,2020-21,Mainland Rural,0,0,1,1,2,1,0,0,3,0,0,1,1,0,2.302585093
1879-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.098612289
1880-001-01,2020-21,Mainland Rural,0,1,2,1,0,0,0,0,1,1,0,0,0,0,1.791759469
1893-001-01,2020-21,Mainland Rural,0,1,2,0,0,0,1,0,2,3,0,1,0,0,2.302585093
1896-001-01,2020-21,Mainland Rural,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1.609437912
1896-001-03,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1897-001-01,2020-21,Mainland Rural,0,0,1,0,2,1,0,2,0,0,1,1,0,0,2.079441542
1898-001-01,2020-21,Mainland Rural,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1.386294361
1898-001-03,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1899-001-02,2020-21,Mainland Rural,0,0,1,0,0,2,1,2,1,0,0,0,0,1,2.079441542
1902-001-01,2020-21,Mainland Rural,1,0,1,1,1,1,1,0,0,1,1,1,0,0,2.197224577
1913-001-01,2020-21,Mainland Other Urban,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1.386294361
1915-001-01,2020-21,Mainland Other Urban,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1.609437912
1916-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
1917-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.098612289
1917-001-05,2020-21,Mainland Other Urban,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1.609437912
1918-001-01,2020-21,Mainland Other Urban,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1.945910149
1922-001-01,2020-21,Mainland Other Urban,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1.791759469
1931-001-01,2020-21,Mainland Rural,0,0,0,0,1,1,0,2,1,0,1,0,0,2,2.079441542
1932-001-01,2020-21,Mainland Rural,0,1,0,0,4,0,1,0,0,0,1,2,0,0,2.197224577
1932-001-02,2020-21,Mainland Rural,0,0,2,0,0,1,0,0,0,1,1,0,0,0,1.609437912
1932-001-04,2020-21,Mainland Rural,1,1,1,0,2,0,1,0,1,2,0,0,0,1,2.302585093
1932-001-05,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
1932-001-08,2020-21,Mainland Rural,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1.386294361
1933-001-01,2020-21,Mainland Rural,0,1,0,2,1,2,0,1,0,1,1,0,0,0,2.197224577
1934-001-01,2020-21,Mainland Rural,1,2,1,2,2,2,2,1,2,1,0,1,0,0,2.833213344
1935-001-01,2020-21,Mainland Rural,0,0,0,2,0,0,1,1,0,0,1,0,0,0,1.609437912
1935-001-06,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1.098612289
1936-001-01,2020-21,Mainland Rural,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1.386294361
1936-001-02,2020-21,Mainland Rural,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1.791759469
1936-001-04,2020-21,Mainland Rural,0,2,1,1,1,1,1,0,4,2,1,1,0,0,2.708050201
1937-001-02,2020-21,Mainland Rural,0,1,0,1,0,2,2,0,1,1,0,1,0,0,2.197224577
1938-001-01,2020-21,Mainland Rural,0,1,0,2,0,1,0,0,0,0,1,1,0,0,1.791759469
1938-001-02,2020-21,Mainland Rural,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.098612289
1950-001-02,2020-21,Mainland Rural,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.098612289
1951-001-02,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1952-001-02,2020-21,Mainland Rural,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1.609437912
1954-001-01,2020-21,Mainland Rural,0,0,0,2,1,1,0,0,1,1,2,1,0,0,2.197224577
1955-001-01,2020-21,Mainland Rural,0,1,1,0,0,1,0,2,0,2,1,1,0,0,2.197224577
1956-001-01,2020-21,Mainland Rural,1,0,0,0,0,0,0,0,5,1,0,1,1,0,2.197224577
1957-001-01,2020-21,Mainland Rural,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1.098612289
1969-001-01,2020-21,Mainland Rural,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1.386294361
1970-001-02,2020-21,Mainland Rural,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1.609437912
1971-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1971-001-02,2020-21,Mainland Rural,1,0,0,0,1,0,0,1,0,2,1,1,0,0,1.945910149
1972-001-01,2020-21,Mainland Rural,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1.098612289
1972-001-02,2020-21,Mainland Rural,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1.791759469
1972-001-05,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1973-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1974-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6931471806
1975-001-02,2020-21,Mainland Rural,1,0,0,0,2,0,1,1,0,0,1,1,0,0,1.945910149
1976-001-01,2020-21,Mainland Rural,0,0,0,2,0,0,0,1,0,1,0,1,0,1,1.791759469
1988-001-01,2020-21,Mainland Other Urban,0,0,1,0,0,1,0,2,0,0,1,1,0,0,1.791759469
1988-001-06,2020-21,Mainland Other Urban,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1.945910149
1988-001-07,2020-21,Mainland Other Urban,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1.791759469
1989-001-01,2020-21,Mainland Other Urban,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.098612289
1990-001-01,2020-21,Mainland Other Urban,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1.945910149
1991-001-01,2020-21,Mainland Other Urban,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1.609437912
1991-001-04,2020-21,Mainland Other Urban,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
1992-001-01,2020-21,Mainland Other Urban,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
1993-001-01,2020-21,Mainland Other Urban,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1.609437912
1994-001-01,2020-21,Mainland Other Urban,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1.791759469
1994-001-03,2020-21,Mainland Other Urban,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1.791759469
2007-001-01,2020-21,Mainland Rural,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
2008-001-01,2020-21,Mainland Rural,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1.945910149
2009-001-01,2020-21,Mainland Rural,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1.386294361
2009-001-03,2020-21,Mainland Rural,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
2009-001-04,2020-21,Mainland Rural,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912
2009-001-06,2020-21,Mainland Rural,0,0,0,1,0,0,1,2,0,1,0,1,0,0,1.791759469
2010-001-01,2020-21,Mainland Rural,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1.386294361
2011-001-01,2020-21,Mainland Rural,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1.386294361
2012-001-01,2020-21,Mainland Rural,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1.386294361
2013-001-01,2020-21,Mainland Rural,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1.386294361
2014-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2014-001-02,2020-21,Mainland Rural,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
2026-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2027-001-01,2020-21,Mainland Other Urban,0,1,1,0,2,0,0,0,0,1,1,0,0,0,1.791759469
2028-001-01,2020-21,Mainland Other Urban,0,0,0,0,1,0,1,0,2,0,0,0,0,1,1.609437912
2029-001-01,2020-21,Mainland Other Urban,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
2030-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1.386294361
2031-001-01,2020-21,Mainland Other Urban,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
2032-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471806
2033-001-01,2020-21,Mainland Other Urban,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1.609437912
2045-001-01,2020-21,Mainland Rural,1,0,0,0,1,0,0,2,1,0,0,0,0,1,1.791759469
2045-001-02,2020-21,Mainland Rural,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
2046-001-01,2020-21,Mainland Rural,0,0,2,0,1,1,0,0,0,0,0,0,1,1,1.791759469
2047-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.098612289
2048-001-01,2020-21,Mainland Rural,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1.609437912
2049-001-01,2020-21,Mainland Rural,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1.609437912
2050-001-02,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2051-001-01,2020-21,Mainland Rural,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1.609437912
2052-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2064-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806
2065-001-01,2020-21,Mainland Rural,0,1,1,0,1,1,0,2,0,0,0,1,1,0,2.079441542
2066-001-01,2020-21,Mainland Rural,0,1,0,0,0,0,1,1,2,0,0,1,1,0,1.945910149
2067-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,2,2,1,0,1,1,1,2.079441542
2068-001-01,2020-21,Mainland Rural,0,1,1,0,1,1,1,2,0,1,1,1,0,1,2.397895273
2069-001-01,2020-21,Mainland Rural,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1.609437912
2070-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1.609437912
2072-001-01,2020-21,Mainland Rural,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1.609437912
2072-001-02,2020-21,Mainland Rural,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
2083-001-01,2020-21,Mainland Other Urban,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1.386294361
